Numer VIN,Model,Rok produkcji,Paliwo,Typ nadwozia,Przebieg,Kolor,Poj. silnika,Stan techniczny,Skrzynia biegów,Kraj pochodzenia,Moc silnika,Napęd,Kierownica,Cena,Lokalizacja,Województwo,Tytuł,Rodzaj ogłoszenia,Znalezione o,Link,ID,Producent,Opis
,Fabia,2008,Diesel,Kombi,300000,Inny kolor,1400,Nieuszkodzony,Manualna,,,Na przednie koła,po lewej,"2490
donegocjacji",Ożarów Mazowiecki,Mazowieckie,Autokomis TopCar! Skoda Fabia 1.4 Diesel/2008 Rok/Licenzia Taxi/Okazja,Firmowe,2025-04-19 17:42:40.912990,https://www.olx.pl/d/oferta/autokomis-topcar-skoda-fabia-1-4-diesel-2008-rok-licenzia-taxi-okazja-CID5-ID15brXr.html,992743593,Skoda,"Autokomis TopCar Ul. Poznańska 308 Ożarów Mazowiecki

MOŻLIWOŚĆ ZOSTAWIENIA
AUTA W ROZLICZENIU !

TAK ŻE OFERUJEMY USŁUGĘ DOSTARCZENIA AUTA POD DOM

Witam wszystkich, na sprzedaż leci piękna i niezawodna Skoda Fabia wyprodukowana w 2008 Roku z najlepszym niezawodnym silnikiem 1.4 Diesel, autko jest zadbane i serwisowane zawsze na czas w tej chwili jest w 100% sprawne i nie potrzebuje wkładu finansowego, OC i PT jest aktualne tak że śmiało można wracać na kołach

Z wyposażenia to:

- Elektryczne 4 szyby
- centralny zamek
- podgrzewana tylna szyba
- System ABS + EBD + EBA
- wspomaganie kierownicy
- Elektroniczny zegar
- Elektroniczny termometr temp zewnetrznej
- Kierownica regulowana w dwoch plazczyznach
- Reczna regulacja wysokosci reflektorow
- Komputer pokladowy obliczajacy srednie/chwilowe spalanie, zasieg auta itd
- podgrzewane lusterka
- elektrycznie sterowane szyby (przod+tyl)
- dwustrefowy klimatronik

Autko jest w dobrym stanie zadbane i bardzo przyjemne w użytkowaniu

CHĘTNIE ZAMIENIMY!

RÓWNIEŻ SKUPUJEMY AUTA ZA GOTÓWKĘ !

Zapraszamy na oglądanie i jazdę próbną

Adres ul. Poznańska 308, Ożarów Mazowiecki

Otwarte jest 7 Dni w tygodni

W dni świąteczne również pracujemy

Od 10:00 do 20:00

Wystawiam fakturę VAT-MARŻA, kupujący jest zwolniony z opłaty skarbowej!

Niniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl art. 66, §1.Kodeksu Cywilnego. Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia."
,Tiguan,2008,Diesel,SUV,298000,Srebrny,1968,Nieuszkodzony,Manualna,,140,4x4 (dołączany automatycznie),po lewej,"34000
donegocjacji",Aleksandrów Kujawski,Kujawsko-pomorskie,"VW Tiguan 2008 2.0TDI CommonRail dach panoramiczny, nawigacja",Prywatne,2025-04-19 17:42:42.968419,https://www.olx.pl/d/oferta/vw-tiguan-2008-2-0tdi-commonrail-dach-panoramiczny-nawigacja-CID5-ID15r9ya.html,996486082,Volkswagen,"Auto od 5 lat w moich rękach. W bardzo dobrym stanie. Silnik dynamiczny i ekonomiczny, napęd 4motion zapewnia trakcje w każdych warunkach. Zadbany lakier oraz wnętrze, serwisowany. Następna wymiana rozrządu przy przebiegu 360 tysięcy km. Na wyposażeniu hak, kierownica z multifunkcją, nawigacja, tempomat, dach panoramiczny. Posiadam zestaw alufelg z oponami letnimi. Sprzedaje z powodu zmiany na nowszy. Nr tel 66*********20"
WAUZZZ8DZYA195440,A4,2000,Diesel,Kombi,374677,Czarny,2500,Nieuszkodzony,Manualna,,150,4x4 (stały),po lewej,"11500
donegocjacji",Kłodzko,Dolnośląskie,Sprzedam Audi A4 B5 Quattro Avant Offroad,Prywatne,2025-04-19 17:42:51.517384,https://www.olx.pl/d/oferta/sprzedam-audi-a4-b5-quattro-avant-offroad-CID5-ID15hPK0.html,994264984,Audi,"Witam Sprzedam Audi A4 b5 2000r. quattro Avant 2.5 tdi V6 AKN 150KM, którego jestem właścicielem od niespełna roku. NIE BYŁO ZALANE PODCZAS POWODZI.
Aktualny przebieg to 374677.
Auto podniosłem i wykorzystywałem głównie na wyjazdy weekendowe.
Nie było orane mocno w terenie chociaż jest do tego stworzone. Jak ktoś siedzi w temacie to wie że Audi ma ogromny potencjał i możliwości terenowe Uznawany za pogromcę patrolowców
A teraz do rzeczy…
Auto kupiłem od osoby która posiadała go od 7 lat, dbała i dokonywała na bieżąco wszelkich napraw. Poprzedni właściciel wymienił alternator, rozrusznik, świece żarowe, pasek rozrządu, komplet z pompą wody, mikropasek osprzętu z rolkami, olej z filtrami, sprzęgło, luk i żarniki w reflektorach. Ja ze swojej strony w auto wsadziłem nowe tylne amortyzatory sachs z przodu nowe amortyzatory i sprężyny meyle cały kompletny zawias przedni poszerzenia, dystanse naprawiłem ręczny, zacisk hamulca i akumulator opony terenowe na alufelgach z allroad 16’ Et16. Audi było oddane do speców od 2.5 Tdi i zostało tam kompleksowo sprawdzone i uszczelnione wymieniono również podkładki pod wtryskami. Ogólny stan oceniam na bardzo dobry.
Prowadzi się pewnie a silnik jest dynamiczny i daje mnóstwo frajdy z jazdy skrzynia 6 biegowa również bez zastrzeżeń . Wnętrze wyprane czyste i pachnące plastiki jak i cała reszta bardzo ładne nie porysowane.
Na wyposażeniu posiada:
-Tempomat
-Naped 4x4
-Wspomaganie kierownicy
-Xenonowe Reflektory
-Bose System
-Podgrzewane Fotele
-Parktronik Tyt
-8 X Air bag
-ABS ESP
-Podtokietnik przód
-Podtokietnik tyt
-Szyberdach el.
-El. Podgrewane i regulowane lusterka
-El. Szyby
-Domykanie szyb z pilota
-Klimatronik (sprawny)
-Światła preciwmgielne pród
-Fotochromatyczne lusterko wewnetzne
-Centralny zamek
-Alarm
-Trójramienna kierownica s line
-Full fis
-Podgrzewane dysze spryskiwaczy
-Alufelgi 16""z allroad Et16
-Relingi dachowe
-3 x kluczyk
A teraz żeby nie było zbyt pięknie wady…
- zardzewiały doły przednich błotników (jak w każdej A4)
- świeci się airbag sprawdzony chodzi o ten na prawym przednim słupku
- lekko piękniety zderzak z przodu(uszkodziła Żona poprzedniego właściciela)
- delikatnie wgniecione drzwi tylne lewe chodź prawie nie widać
- czasem po dłuższym postoju zacina się magiel ale nie zawsze płyn nie wycieka i poza tym nie objawia się niczym więcej Poprzedni właściciel mówił że ma tak już od 3 lat nagłośnienie jak to 25 letnie bose pierdzi. Przegląd jest ważny (przeszedł bez najmniejszego problemu) do 25.02.2026 a ubezpieczenie do 03.06.2025. Cena jaka mnie interesuje to 11.900 do negocjacji na miejscu. Auto do oglądnięcie w Kłodzku 57-300.
Osoby poważnie zainteresowane zakupem zapraszam na priv gdzie odpowiem na wszystkie pytania.

https://www.instagram.com/overland.quattro?igsh=MWc5eTg2dmZqdzg0Zg%3D%3D&utm_source=qr"
,Cee'd,2009,Benzyna,Kombi,182000,Szary,1400,Nieuszkodzony,Manualna,,109,,,"9999
donegocjacji",Zielona Góra,Lubuskie,Kia Ceed KOMBI rok 2009 silnik 1.4 benzyn niski przebieg sprawna klima,Prywatne,2025-04-19 17:42:59.974871,https://www.olx.pl/d/oferta/kia-ceed-kombi-rok-2009-silnik-1-4-benzyn-niski-przebieg-sprawna-klima-CID5-ID15rbro.html,996493350,Kia,"Kia Ceed z roku 2009 z silnikiem benzynowym 1.4 o mocy 109 koni.

Auto z niskim przebiegiem 181 tysięcy.

Wizualnie jak na zdjęciach. Blacharka wolna od korozji.

Technicznie auto w dobrej kondycji.
Silnik nie ma wycieków, nie kopci, ma koc i pracuje równo.

Wnętrze zadbane, nieponiszczone.

Posiada :

Klimatyzacja
Wspomaganie kierownicy
Centralny zamek
ABS
Kontrola trakcji
Elektryczne szyby
Elektryczne lusterka
Grzane fotele
Radio CD

Przegląd ważny do pażdziernika 2025
Oc ważne do 11 grudnia 2024"
,Altea,2009,Diesel,Minivan,412,Czarny,2000,Nieuszkodzony,Manualna,,140,,,"15900
donegocjacji",Izbice,Wielkopolskie,Seat Altea Freetrack,Prywatne,2025-04-19 17:43:02.421783,https://www.olx.pl/d/oferta/seat-altea-freetrack-CID5-ID15oOnR.html,995928063,Seat,"Seat Altea Freetrack, 2009.r 2,0 TDI 140 km, przebieg 412tys., skrzynia manualna 6 biegów, 4×el.szyby, centralny zamek,lusterka podgrzewane składane. Tel.6********55"
,307 SW,2004,Benzyna,Kombi,243000,Czarny,2000,Nieuszkodzony,Manualna,,136,,,4990,Wrocław Fabryczna,Dolnośląskie,Peugeot 307sw 2.0 Benzyna//7-osobowy//Panorama//Alufelgi//Zamiana,Firmowe,2025-04-19 17:43:04.133104,https://www.olx.pl/d/oferta/peugeot-307sw-2-0-benzyna-7-osobowy-panorama-alufelgi-zamiana-CID5-ID15fohT.html,993682797,Peugeot,"Pозмовляємо українською мовою.

AUTO ŻA GROSZE
Auto zarejestrowane w Polsce.
Wrocław ul Mokronoska 5
73********97

Na sprzedaż wystawiamy samochód marki Peugeot 307sw z 2004 roku poliftowej z silnikiem 2.0 Benzyna o mocy 136 koni mechanicznych połączony z manualną 5-biegową skrzynią. Peugeot wyróżnia się przestronnym wnętrzem z opcjonalnym trzecim rzędem siedzeń, co pozwala na przewóz do siedmiu osób. Tylne fotele są indywidualnie wyjmowane, co zwiększa elastyczność aranżacji przestrzeni bagażowej. Autko o bardzo dobrych właściwościach jezdnych. Czyste zadane wnętrze, dobrze utrzymana tapicerka. Autko wygodne, przestronne, bardzo komfortowe w codziennym użytkowaniu. Za komfort podczas użytkowania odpowiada klimatyzacja oraz elektryczne szyby. Posiada dodatkowo komplet alufelg oryginalnych na świeżych oponach letnich.

Kosz zakupu na pewno zmniejszają długie opłaty związane z pojazdem.

Silnik pracuje równo , skrzynia biegów, sprzęgło działają prawidłowo. Zawieszenie ładnie wybiera nierówności.

Na wyposażeniu samochodu:

- Skrzynia manualna
- Elektryczne szyby
- Elektryczne lusterka
- Uchwyty na napoje
- Poduszki powietrzne
- ABS
- ESP
- Wspomaganie
-Komputer pokładowy
- Fabryczne radio CD
- Gniazdko 12V
- Klimatyzacja
- Panorama
- Podłokietnik

Samochód posiada ważne ubezpieczenie OC do 08.2025r. Oraz ważny przegląd techniczny aż do 08.2025r.

Mamy dużo aut w podobnych cenach.
Zapraszamy na ul. Mokronoska 5 we Wrocławiu.

Przyjmiemy Twoje auto w rozliczeniu, a w zamian damy Ci opłacone i gotowe do jazdy autko !

SKUPUJEMY WSZYSTKIE MARKI SAMOCHODÓW !

Przed przyjazdem zadzwoń zapytaj o dostępność wybranego autka.

Wystawiamy Fakturę VAT MARŻA - jesteście Państwo zwolnieni z opłaty skarbowej 2% :)

Godziny otwarcia
Poniedziałek-Piątek 10:00-19:00
Sobota 09:00-19:00
Niedziela 11:00-16.00

Маємо також багато автомобілів у подібних цінах.
Запрошуємо вас на огляд авто та пробну поїздку на вибраному вами автомобілі вул.Mokronoska 5, Wrocław.

Приймаємо також автомобілі на заміну, та пропонуємо автомобілі з актуальними оплатами і готове до поїздок.
Перед приїздом прошу подзвонити та запитати про наявність зацікавленого вами автомобіля .
А також виставляємо фактуру VAT. Ви звільнені від оплат 2%
Години праці :
ПН-Сб10-19
Неділя 11-16"
,Mondeo,2012,Diesel,Kombi,197000,Inny kolor,1997,Nieuszkodzony,Automatyczna,Niemcy,140,Na przednie koła,po lewej,"17300
donegocjacji",Racibórz,Śląskie,Ford Mondeo polift okazja!!!,Prywatne,2025-04-19 17:56:55.914577,https://www.olx.pl/d/oferta/ford-mondeo-polift-okazja-CID5-ID15blOY.html,992720004,Ford,"Witam
Mam do zaoferowania Państwu auto jakim jest Ford Mondeo polift z silnikiem 2.0 diesel z automatyczną skrzynią biegów „Power Shift”.
Jestem jego pierwszym właścicielem w Polsce od 2022 roku. W większości auto przebywało ze mną za granicą i nie stwarzało mi żadnego problemu mechanicznego. Mechanicznie jest sprawne co można sprawdzić na każdej diagnostycznej stacji lecz posiada zarysowanie przy drzwiach od strony pasażera (zlośliwość ludzka) i normalne ślady użytkowania.
Ważność opłat jest do:
*Przegląd lipiec 2025
*OC lipiec 2025,
Wyposażenie:
- 2 komplety kluczyków,
- komplet opon letnich na alufelgach
- radio CD/mp3, USB, AUX, Bluetooth
- klimatyzacja automatyczna
- nawigacja
- światła do jazdy dziennej
- oryginalny hak ( posiada przejściówkę)
- podgrzewane fotele.
Ze mną auto jest bezwypadkowe oraz bezkolizyjne.
Przebieg jest stosunkowo niski bo 197000!
Sprzedaję, ponieważ posiadam drugie auto a Ford obecnie stoi w Polsce, więc niech służy kolejnemu właścicielowi. Zapraszam na oględziny i jazdę próbną."
,307,2001,LPG,Hatchback,290000,Srebrny,1600,Nieuszkodzony,Manualna,,100,,,5999,Łomża,Podlaskie,"Peugeot 307 1,6 gaz sek. Śliczny zadbany stan bez korozji polecam",Prywatne,2025-04-19 17:56:57.394329,https://www.olx.pl/d/oferta/peugeot-307-1-6-gaz-sek-sliczny-zadbany-stan-bez-korozji-polecam-CID5-ID15kw7R.html,994900723,Peugeot,"Witam serdecznie
Na sprzedaż mam ładne miejskie ekonomiczne auto jakim jest Peugeot 307 z silnikiem benzynowym 1,6 gaz sekwencja z homologacja do 2033r . Samochód jest w bdb stanie blacharskim i mechanicznym lakierniczy bardzo ładny brak rdzy lakier bardzo ładny na całym aucie progi k podłoga w bdb stanie samochód prezentuje się super . Autko mechanicznie nie wymaga jakiś wkładów jeździ świetnie na gazie i benzynie zawieszenie sztywne brak luzów pojazd prowadzi się pewnie i przyjemnie sprzęgło hamulce jak i inne podzespoly działają prawidłowo . Autko jest czyste i zadbane w środku ważne opłaty cena to 5999 zł tel 519#685#965"
VF7LCNFUC74106475,C4,2004,Benzyna,Hatchback,356000,Inny kolor,1498,Nieuszkodzony,Manualna,,110,Na przednie koła,po lewej,"3500
donegocjacji",Wrocław Fabryczna,Dolnośląskie,Citroen C4 | 1.6 Benzyna + LPG 110KM | Manual | Klima | Tempomat| 2004,Firmowe,2025-04-19 17:56:58.892566,https://www.olx.pl/d/oferta/citroen-c4-1-6-benzyna-lpg-110km-manual-klima-tempomat-2004-CID5-ID15goz7.html,993922193,Citroen,"Citroen C4
1.6 Benzyna + LPG 110 KM
Manualna skrzynia biegów
2004 rok

Na wyposażeniu:
- Wyświetlacz
- System nagłośnienia
- Światła do jazdy dziennej
⁃ Tempomat
- System audio
- System głośnomówiący
⁃ Komputer pokładowy
- Halogeny
⁃ Skórzana wielofunkcyjna kierownica
- Hands free system
⁃ Elektryczne szyby
⁃ Elektryczne lusterka, podgrzewane
⁃ Automatyczne otwieranie bagażnika
- Radio/ CD
- Wejście AUX
⁃ ABS
⁃ ESP
- Podłokietnik

Auto zarejestrowane w kraju z ważnymi opłatami i gotowe do
jazdy.

Serdecznie zapraszamy pod adres ul. Strzegomska 180 we Wrocławiu 54-432
Dla Państwa jesteśmy czynni 7 dni w tygodniu od 10:00 do 20:00

Skupujemy samochody używane wszystkich klas, segmentów, marek i modeli. A także przyjmiemy twoje auto w rozliczeniu.

Przed przyjazdem proszę dzwonić pod numerem telefonu:
694~439~888

Subskrybuj nasze media społecznościowe i zobacz więcej ofert
Facebook: Stoauto_pl
Instagram: STOAuto
Tik-Tok: Stoautocars"
,B Klasa,2005,Benzyna,Hatchback,150000,Żółty – Złoty,2000,Nieuszkodzony,Automatyczna,Polska,136,Na przednie koła,po lewej,12999,Warszawa Targówek,Mazowieckie,Mercedes B200 Automat Wzorowo Utrzymany Sliczny Bezwypadkowy,Prywatne,2025-04-19 17:57:10.121084,https://www.olx.pl/d/oferta/mercedes-b200-automat-wzorowo-utrzymany-sliczny-bezwypadkowy-CID5-ID151W8G.html,990472486,Mercedes-Benz,"Prosze czytac uwaznie i do konca tresc ogloszenia ! ! ! Cena 12999zl a nie okolo 20tys zl poniewaz uszk jest skrzynia biegow. Tak 20tys zl bo tyle jest warty ten samochod ze sprawna skrzynia biegow ze wzgledu na stan!

Samochod sprowadzony 4lata temu - w kraju uzytkowany przez 1wlasciciela . 100% bezwypadkowy - pedantycznie utrzymany egzemplarz - ciezko bedzie znalesc B klase z tych lat w takim stanie - nie posiada zadnych sladow korozji ani burchli . Lakier wzorowo utrzymany , srodek pol skory rowniez w super stanie co zreszta widac,wersja na xenonie . Samochod w realu jest taki jak na zdjeciach - stan biorac pod uwage wiek jak nowy ! . Cena tak smiesznie niska poniewaz jest usterka skrzyni biegow - odbior tylko laweta - nie reaguje na biegi wogole . Wyswietlaja sie normalnie ale jak chcemy wrzucic D badz R to brak jakiejkolwiek reakcji . Silnik i cala reszta oczywiscie 100% sprawne , oplaty dlugo , 2 kluczyki , stoi na pieknych alu z prawie nowymi oponami letnimi . Data 1rej 19.09.2005r . Negocjacje male i tylko na miejscu po obejrzeniu ."
,Xsara Picasso,2007,Benzyna,Hatchback,186000,Niebieski,,Nieuszkodzony,Manualna,Niemcy,,Na przednie koła,po lewej,"8500
donegocjacji",Rakownia,Wielkopolskie,Citroen Xsara Picasso,Prywatne,2025-04-19 17:57:11.584822,https://www.olx.pl/d/oferta/citroen-xsara-picasso-CID5-ID15s26b.html,996695767,Citroen,"Sprzedam samochód Citroen Xsara Picasso z bezawaryjnym silnikiem 1,6 16v. Jestem pierwszym właścicielem w Polsce 1,5 roku w kraju. Wszystkie naprawy na bieżąco.... Auto bez wkładu finansowego gotowe do jazdy. Auto bezwypadkowe, pisemna gwaracja przebiegu. Przebieg jak na zdjęciu. Auto bardzo dobrze wyposażone. Pozostałe informacje udzielę telefonicznie."
,Insignia,2017,Diesel,Hatchback,194000,Biały,1956,Nieuszkodzony,Automatyczna,Niemcy,170,Na przednie koła,po lewej,57300,Rzeszów,Podkarpackie,Opel Insignia B 2.0 170KM Grand Sport,Prywatne,2025-04-19 17:57:13.164061,https://www.olx.pl/d/oferta/opel-insignia-b-2-0-170km-grand-sport-CID5-ID14QSvR.html,987840845,Opel,"Sprzedam Opel Insignia B Grand Sport o mocy 170 km z bezawaryjnym i ekonomicznym silnikiem(B20DTH).
Silnik pracuje cicho i równo, brak jakichkolwiek wycieków
Automatyczna skrzynia Biegów 8 stopniowa (pracuje perfekcyjnie)
Rok produkcji 2017
Piękny lakier (Biała Perła) jak i wnętrze w bardzo ładnym stanie(nigdy nie bylo palone)
Po wymiane rozrządu i łańcuszka na GM
Wyposażenie auta:
-bezkluczykowy system
-System start stop
-Czujnik odległości od poprzedzającego pojazdu
-Asystent parkowania: PDC (Czujniki parkowania pojazdu) ( z przodu, część tylna )
-Asystent świateł drogowych
- System zejścia z toru jazdy
-Asystent pasa ruchu
-Klimatyzacja automatyczna
-System opel one star
-Wysokiej klasy nagłośnienie
-Oświetlenie Ambiente led
-grzane fotele
-android Auto/car play
-Czujnik deszczu
-czujnik zmierzchu
-Kamera wsteczna
-Kierownica wielofunkcyjna
-Gniazdo USB w podłokietniku do przesyłania danych i ładowania
System kontroli trakcji
-Kontrola ciśnienia w oponach RDC
- Nawigacja z widokiem map: Multimedia Navi Pro
- Podgrzewana kierownica
-Reflektory Intelli LUX
Samochód prezentuje sie bardzo ładnie brak jakichkolwiek błędów. Spalanie w okolicy 6L
Więcej informacji pod nr 72*******27"
,Passat,2010,Diesel,Sedan,247000,Inny kolor,2000,Nieuszkodzony,Manualna,,140,Na przednie koła,po lewej,"36900
donegocjacji",Makowica,Małopolskie,Volkswagen passat b7,Prywatne,2025-04-19 17:57:26.632390,https://www.olx.pl/d/oferta/volkswagen-passat-b7-CID5-ID15sNP1.html,996879215,Volkswagen,"Witam
Sprzedam samochód marki VW Passat B7 2010 r z silnikiem diesla 2.0 TDI o mocy 140km z przebiegiem 247 tyś km .
Samochód jest w świetnym stanie technicznym, prezentuje się pięknie, jest czysty i zadbany. Serwisowany na bieżąco

Z wyposażenia :
- elektrycznie składane i grzane lusterka
-brązowo czarna skórzana tapicerka
-kierownica wielofunkcyjna
- tempomat
- czujniki parkowania przód, tył
-szyberdach
-klimatyzacja dwustrefowa
-nawigacja
-dotykowy ekran
-bluetooth (do rozmów i odtwarzania
I wiele innych …
auto nie wymaga wkładu finansowego .
Więcej informacji pod numerem telefonu 78*****86"
,Touareg,2007,Diesel,SUV,280000,Inny kolor,2500,Nieuszkodzony,Manualna,,170,4x4 (dołączany automatycznie),,"21900
donegocjacji",Bełchatów,Łódzkie,Sprzedam Taurega 2.5 TDI 170KM,Prywatne,2025-04-19 17:57:28.339997,https://www.olx.pl/d/oferta/sprzedam-taurega-2-5-tdi-170km-CID5-ID15oTiN.html,995946969,Volkswagen,"Witam sprzedam Touarega 2.5 TDI bez pneumatyki, posiada składane lusterka , czujniki parkowania, elektr szyberdach, podgrzewanie wspomagające, grzane fotele. Auto na rocznych oponach wielosezon. Zapraszam do kontaktu"
W0L0SDL08E6113654,Corsa,2014,Benzyna,Hatchback,134500,Czarny,1398,Nieuszkodzony,Manualna,Niemcy,100,Na przednie koła,po lewej,"22999
donegocjacji",Kamień Śląski,Opolskie,Opel Corsa D Opc Line Pogrzewane siedzenia I kierownica super stan,Firmowe,2025-04-19 17:57:41.236647,https://www.olx.pl/d/oferta/opel-corsa-d-opc-line-pogrzewane-siedzenia-i-kierownica-super-stan-CID5-ID15hvBU.html,994191446,Opel,"Witam
Sprzedam Opel Corsa D OPC LINE 2014R
Silnik to benzyna 1,4 bardzo oszczędny i dynamiczny spalanie ok 6,7 litra
Corsa w świetnym stanie technicznym I mechanicznym
Silnik sprzęgło skrzynia tutaj pracuje wszystko doskonale
Stan wizualnym oceniam na 5 widomo znajdzie się parę małych rysek (Autko ma już parę lat więc to normalne )
Autko mega zadbane czyste i pachnące
Na dzień dzisiejszy do zmiany jest olej w silniku I filtry (jest prowadzona książka serwisowa od początku ostatni wpis 118tyś km aktualnie na liczniku 134tyś km
W samochodzie wszystko działa jak należy:
Klimatyzacja (climatronik)
Podgrzewane siedzenia I kierownica
Tempomat
Sterowanie z kierownicy
Centralny zamek z pilota sa 2
Światła do jazdy dziennej (zapalają się same )
El szyby I lusterka
Nawigacja dotykowa (fabryczna)
Komputer pokładowy
Pakiet zderzaków opc line
Światła przeciwmgłowe przód
Przyciemnione szyby tył
Czujniki parkowania
Czujniki ciśnienia w kołach
USB Cd Aux
Posiadam więcej zdjęć samochodu mogę wysłać.
Samochodem śmiało można jechać na dowolną stajce diagnostyczną
Na samochód wystawiam Fakturę VAT Marże Kupujący zwolniony z opłaty skarbowej Pcc
Zapraszam
733x206x190"
