Numer VIN,Model,Rok produkcji,Paliwo,Typ nadwozia,Przebieg,Kolor,Poj. silnika,Stan techniczny,Skrzynia biegów,Kraj pochodzenia,Moc silnika,Napęd,Kierownica,Cena,Lokalizacja,Województwo,Tytuł,Rodzaj ogłoszenia,Znalezione o,Link,ID,Producent,Opis,Czy cena do negocjacji
,Seria 5,2003,Diesel,Sedan,433,Szary,2993.0,Nieuszkodzony,Manualna,Polska,218.0,Na tylne koła,po lewej,18000.0,Józefów,Lubelskie,Bmw e60 530d 218km 2003r żeliwo,Prywatne,2025-04-27 13:51:46.258606,https://www.olx.pl/d/oferta/bmw-e60-530d-218km-2003r-zeliwo-CID5-ID15umf0.html,997249850,BMW,"Witam, planuje sprzedaż bmw e60 530d 218km manual. Przebieg 430tys. CENA : 18000 tys. Do negocjacji.
W aucie zostało bardzo dużo wymienionych rzeczy między innymi:
- Regeneracja turbosprężarki
- Koło pasowe wału (Nowe)
- Wymienione tuleje przednie wahacza
- Wymienione podkładki pod wtryskiwaczami
- Wymieniany olej na bieżąco co 10 tys. Km na Liqui Moly / Volvoline
- Regeneracja alternatora
- Nowy przepływomierz
- Wymienione tarcze hamulcowe i klocki tył
- Nowe paski wielorowkowe
- Wymieniona rolka
- Regeneracja wkladki stacyjki z uwzględnieniem zużycia kluczyka
- Nowe przewody hamulcowe tył ( sztywne )
- Nowe opony zimowe premium na Alusach
- Wymienony wysprzeglik (zestaw naprawczy)
- Nowa guma zakladana na turbosprężarke
- Zaślepione klapy wirowe
- Nowe przewody podciśnieniowe
- Wyczyszczony intercooler, kolektor ssący
- Nowa uszczelka pokrywy zaworów
- Nowy czujnik poziomu oleju
- Nowy czujnik ciśnienia doładowania
- Nowe tarcze zimmerman tył
- Nowe klocki tył
- Wymieniona piasta tył ponieważ druga jest sprawna.
I pewnie o parunastu rzeczach zapomniałem ale większość jest na fakturach.
Auto będzie możliwe do obejrzenia od 27 kwietnia ponieważ będę wracał do Polski. Auto służyło mi na wyjazdy za granicę i zawsze dojechało bez problemów.
Wiec teraz może o mankamentach, Auto pracuje nierówno na rozgrzanym silniku tylko na postoju, po włączeniu klimatyzacji problem praktycznie całkowicie ustaje.
Na jednym ze zdjęć widać że bezbarwny klar schodzi (nad wlewem paliwa).
Na autostradzie dostałem kamieniem spod koła tira i uszkodziła się szyba delikatnie prawy dolny róg jest pęknięcie kompletnie nie przeszkadza w jeździe.
Ostatnio wymieniłem rurę od egr ponieważ wewnątrz odkleił się plastik i przepuszcza opary olejowe i delikatnie wycieka na silnik przy mocnym gonieniu na autostradzie. Niestety po ok. 3 miesiącach problem się powtórzył i jest do wymiany na nowo. Auto było na bieżąco serwisowane ponieważ ma sporo kilometrów (1300 w jedną strone).
Prawdopodobnie do wymiany będzie jeszcze komplet tarcz i klocków przód ponieważ z dużych prędkości biją przy hamowaniu.
Osoby które byłyby zainteresowane zapraszam na wiadomość prywatna lub kontakt telefoniczny.",True
VSSZZZ5PZ8R021592,Altea XL,2007,LPG,Minivan,332000,Czarny,1600.0,Nieuszkodzony,Manualna,Polska,,Na przednie koła,po lewej,9500.0,Krzeszów,Podkarpackie,"Seat Altea XL 1,6 Benzyna + Gaz LPG 2007",Prywatne,2025-04-27 13:51:49.458718,https://www.olx.pl/d/oferta/seat-altea-xl-1-6-benzyna-gaz-lpg-2007-CID5-ID14BED6.html,984212496,Seat,"Auto sprawne, w ciągłej ekspoatacji jestem jego trzecim właściecielem. Silnik 1,6 benzyna + gaz działa bez zarzutu, na bieżąco wymieniane oleje i filtry, pełna dokumentacja od pierwszego właściciela (sprowadzony w 2015r z Niemiec do Polski). Normalne ślady użytkowania. W 2017 założona instalacja gazowa firmy STAG, butla 48L w kole zapasowym. Komplet kół lato/zima, obecnie zimowe Barum na kołach stalowych, letnie Barum na Alufelgach. Bogate wyposażenie:
ABS
Elektryczne szyby przednie i tylne
10 poduszek powietrznych
wspomaganie kierownicy
komputer pokładowy
wielofunkcyjna kierownica
CD
Elektrycznie ustawiane, podgrzewane i składane lusterka
centralny zamek
immobilizer
radio fabryczne
ASR (kontrola trakcji
ESP (stabilizacja toru jazdy)
Klimatyzacja
Rolety w szybach tylnych
Tempomat
data pierwszej rejestracji 19.10.2007
Mankamenty: ogniska korozji na tylnym nadkolu, dołach drzwi przednich, zamek centralny z pilota nie zawsze domyka drzwi trzeba używać kluczyka, delikatnie przedarcie w tylnej kanapie od fotelika (dodaję pokrowce w kolorze czarnym), lekkie pęknięcie w tylnym zderzaku przy parkowaniu do wysokiego krawężnika.",True
VF3LBBHYBHS307034,308,2017,Diesel,Hatchback,152000,Inny kolor,1560.0,Uszkodzony,Manualna,Francja,,Na przednie koła,,15500.0,Rzeszów,Podkarpackie,Peugeot 308 r2017 (uszkodzony),Prywatne,2025-04-27 13:52:05.850171,https://www.olx.pl/d/oferta/peugeot-308-r2017-uszkodzony-CID5-ID15ulxa.html,997247132,Peugeot,"Sprzedam Peugeot 308 po kolizji , uszkodzony przód jak na zdjęciach. Kontakt po godz 15. Zapraszam",True
ZFA19800004295759,Bravo,2010,Benzyna,Hatchback,173000,Srebrny,,Nieuszkodzony,Manualna,,120.0,,po lewej,12900.0,Mysłowice,Śląskie,A Fiat Bravo 1.4 T-Jet 120KM sport 173 tys przebieg,Prywatne,2025-04-27 13:52:14.884757,https://www.olx.pl/d/oferta/a-fiat-bravo-1-4-t-jet-120km-sport-173-tys-przebieg-CID5-ID15umNc.html,997251970,Fiat,"Fiat Bravo 1.4 T-Jet 120KM sport

173 tyś przebiegu

VIN ZFA19800004295759

Samochód bezwypadkowy posiada delikatne wgniotki widoczne na zdjęciach

Samochód bardzo dobrze wyposażony posiada m.in:

• halogeny z doświetlaniem zakrętów

• zewnętrzny pakiet sport

• oraz całą resztę podstawowego wyposażenia

We wrześniu 2024 wymienione zostało sprzęgło koło dwumasowe łożysko piasty poduszka silnika wymienione zostały również tarcze oraz klocki",False
,,1994,Benzyna,Minibus,100000,Niebieski,,Uszkodzony,Manualna,,,,,4000.0,Kraśnik,Lubelskie,FSC Lublin Żuk Niebieski,Firmowe,2025-04-27 13:52:20.603878,https://www.olx.pl/d/oferta/fsc-lublin-zuk-niebieski-CID5-ID143kSm.html,976033410,Pozostałe osobowe,Sprzedam FSC Lublin Żuk Niebieski. Stan jak na zdjeciach. Prosze o kontakt telefoniczny.,True
TSMJYB82S00110490,SX4 S-Cross,2013,Diesel,SUV,174000,Inny kolor,1598.0,Nieuszkodzony,Manualna,,,4x4 (dołączany automatycznie),,39500.0,Przyszowa,Małopolskie,Suzuki SX4 cross 4x4,Prywatne,2025-04-27 13:52:28.210635,https://www.olx.pl/d/oferta/suzuki-sx4-cross-4x4-CID5-ID15umsS.html,997250710,Suzuki,"Sprzedam Suzuki SX4 cross zarejestrowany w ciągłej eksploatacji ,zadbany na bieżąco serwisowany, bogata wersja wyposażenia, nawigacja GPS,kamera ,hak ,panorama ,dwa kluczyki , książka serwisowa Polecam .",False
,S40,2004,Benzyna,Sedan,2752571,Czarny,,Nieuszkodzony,Manualna,Polska,140.0,Na przednie koła,,7200.0,Cekcynek,Kujawsko-pomorskie,Sprzedam Volvo S40,Prywatne,2025-04-27 13:52:44.583276,https://www.olx.pl/d/oferta/sprzedam-volvo-s40-CID5-ID15ukYb.html,997244963,Volvo,Witam. Mam do sprzedania Volvo S40 2004r 2.4 benzyna sprawny ciągle użytkowany . Przegląd jest do 07.01.2026. ubezpieczenie jest do 05.02.2026. W razie pytań proszę dzwonić. 8.8.0.1.5.9.6.5.2. 7200 do negocjacji.,True
WBAAG51070EA46391,Seria 3,1992,Benzyna,Kombi,10,Czerwony,2490.0,Nieuszkodzony,Manualna,Niemcy,170.0,Na tylne koła,po lewej,67513.0,Łódź Górna,Łódzkie,Bmw325E30 Turing Nowy Silnik Orginal zVIN-M-Technik Pelna Opcji UNIKAT,Prywatne,2025-04-27 13:52:46.158700,https://www.olx.pl/d/oferta/bmw325e30-turing-nowy-silnik-orginal-zvin-m-technik-pelna-opcji-unikat-CID5-ID15um97.html,997249485,BMW,"Do Sprzednia Unikatowy Model Bmw 325 E30 1992 ,Kolor BRILLANTROT +SHADOWLINE Turing Orginal z VIN : WBAAG51070EA46391 , M-Technik , Klima, 4 -El Szyby, E-Lusterka, Servo, Duzy Komputer, Felgi BBS 15"" ; Wycieraczki na przednie Lampy , Welurowe Siedzenia -Czarna NOWA Podsowitowka itd, Zamontowany jest NOWY Silnik 6 Zylindrowy zgodnie z VIN 325 170koni, Auto jest na NIemieckim Brifie Auto stalo dlugi czas jest wymnieniony Zbiornik Paliwa +Pompa ,Deskarozdzielcza ,nowe jest Rozrosznik i ,Alternator i weile innych drobnych czesci ,w silniku jest weszysko nowe pasek pompa Itd Auto Odpala Jezdzi NIE JEST POTRZEBNA INGERECJI BLACHARZA BO NIE MA RDZY Tylko ewentualnie nowey Lakier i ZOSTALA ZAMONTOWANA DODATKOWO KLIMATYZACJA PRZEZ POPRZDNIEGO WLASCICIELA (jest mozliwosc Polakierowania) Wiecej Info Telefonicznie",False
,Golf,1991,Benzyna,Coupe,16300,Srebrny,1800.0,Nieuszkodzony,Automatyczna,Polska,1800.0,Na przednie koła,po lewej,7000.0,Wielogłowy,Małopolskie,Volwagen Golf 2 1.8 bezyna,Prywatne,2025-04-27 13:53:02.500379,https://www.olx.pl/d/oferta/volwagen-golf-2-1-8-bezyna-CID5-ID15tMpL.html,997112133,Volkswagen,Witam mam do sprzedania golfa 2 do sprzedania,False
,Auris,2009,Benzyna,Hatchback,270000,Biały,133.0,Nieuszkodzony,Manualna,Niemcy,100.0,Na przednie koła,po lewej,12500.0,Wojkowice Kościelne,Śląskie,Toyota Auris 1.33 2009,Prywatne,2025-04-27 13:53:10.508261,https://www.olx.pl/d/oferta/toyota-auris-1-33-2009-CID5-ID15bCsZ.html,992783989,Toyota,Sprzedam samochód Toyota Auris silnik 1.33 z 2009r w bardzo dobrym stanie bez wkładu więcej informacji udzielę telefonicznie,True
U5YPC813CCL109508,Sportage,2011,Diesel,Terenowy,164,Brązowy – Beżowy,1995.0,Nieuszkodzony,Manualna,Polska,100.0,4x4 (dołączany automatycznie),po lewej,41900.0,Bolesławiec,Dolnośląskie,Kia sportage 2.0 CRDI 4x4 ful opcja tylko 164 tyś km idealna,Prywatne,2025-04-27 13:53:12.216759,https://www.olx.pl/d/oferta/kia-sportage-2-0-crdi-4x4-ful-opcja-tylko-164-tys-km-idealna-CID5-ID15um8j.html,997249435,Kia,"sportage z najlepszą jednostką napędową 2.0 CRDI o mocy 136 KM z napędem na 4 koła niskim przebiegiem . Auto sprowadzone w śierpniu 2024r całe w orginalnym lakierze w 100% bezwypadkowe stan idealny 2 komplety kół obydwa na orginalnych felgach aluminiowych. klimatronik,el,szyby i lusterka, blokada skrzyni biegów profesionalna podgrzewane śiedzenia przód i tył kamera rejestrująca jazdę z przodu i od tyłu w dzien i w nocy zapraszam zainteresowanych na jazdę próbną tel. 6*6*8*7*0*1*9*3*7",False
,A3,2015,Diesel,Hatchback,273425,Biały,1600.0,Nieuszkodzony,Manualna,Polska,,Na przednie koła,po lewej,43500.0,Rudnik nad Sanem,Podkarpackie,Piękne Audi A3 2015,Prywatne,2025-04-27 13:53:13.598267,https://www.olx.pl/d/oferta/piekne-audi-a3-2015-CID5-ID15uoba.html,997257300,Audi,"Witam. Mam do sprzedania Audi A3 w bardzo dobrym stanie technicznym i wizualnym z niezawodnym silnikiem 1.6 TDI. Auto sprzedaje prywatnie, nie wymaga żadnego wkładu finansowego. Więcej informacji podam telefonicznie.",False
,Mustang,2015,Benzyna,Hatchback,126000,Czerwony,23.0,Nieuszkodzony,Manualna,Stany Zjednoczone,317.0,Na tylne koła,po lewej,75000.0,Bobowa,Małopolskie,Sprzedam mustanga,Prywatne,2025-04-27 13:53:30.931593,https://www.olx.pl/d/oferta/sprzedam-mustanga-CID5-ID14TaDz.html,988387109,Ford,Mustang cały w orginale nie bity zero wkładu zapraszam na jazdę próbną,False
,ASX,2014,Diesel,SUV,231000,Inny kolor,1800.0,Nieuszkodzony,Manualna,,,4x4 (dołączany automatycznie),,38900.0,Nowe Piekuty,Podlaskie,1.8*4x4*Oryginalny Lakier*Model 2015*Xenony*Ledy*Panorama*Serwis*chrom,Prywatne,2025-04-27 13:53:39.515914,https://www.olx.pl/d/oferta/1-84x4oryginalny-lakiermodel-2015xenonyledypanoramaserwischrom-CID5-ID15oODW.html,995929059,Mitsubishi,Mitsubishi ASX 1.8 DID**LiFt**Napęd 4 WD**Idealny na Trudne warunki**Przepiekany Perłowy Lakier**Najlepsza jednostka Napędowa do tego Modelu**Przebieg w Pełni Udokumentowany**Bezwypadkowy**Oryginalny Lakier**Xenony**Ledy**Czujniki Parkowania**Rok produkcji 2014 Grudzień**Model i pierwsza rejestracja 2015**Panorama*10 Poduszek Powietrznych**Wielofunkcyjna skórzana kierownica** Elektrycznie składane lusterka** Przyciemniane szyb**Alufelgi**Nowe Opony klasy Premium**Perfect Stan**Faktura Vat Marża kupujący zwolniony z podatku 2%.,False
,Astra,2006,Diesel,Kombi,2,Srebrny,,Nieuszkodzony,Manualna,,,,po lewej,4900.0,Dąbrowa Tarnowska,Małopolskie,Opel Astra h//1.7 tdi//2006 rok,Prywatne,2025-04-27 13:53:40.895338,https://www.olx.pl/d/oferta/opel-astra-h-1-7-tdi-2006-rok-CID5-ID15ojT2.html,995810832,Opel,"Witam posiadam do sprzedania Astra h 17 diesel
Wspomaganie kierownicy
alarm
centralny zamek
poduszki
ABS
klimatronic
Elektryczne
szyby elektryczne
lusterka radio
Stan techniczny bardzo dobry
Stan blacharski bardzo dobry bez oznak korozji
Opłaty aktualne
Więcej informacji pod numerem telefonu",True
,E Klasa,1997,Diesel,Sedan,487000,Inny kolor,2500.0,Nieuszkodzony,Manualna,,,,po lewej,6900.0,Kraków Prądnik Biały,Małopolskie,Mercedes-Benz E-Klass W210 Avantgarde 2.5 Diesel,Firmowe,2025-04-27 13:53:58.223367,https://www.olx.pl/d/oferta/mercedes-benz-e-klass-w210-avantgarde-2-5-diesel-CID5-ID15i1GG.html,994310906,Mercedes-Benz,"Witam, posiadam do sprzedania Mercedes-Benz E-Klass W210 Avantgarde z silnikiem 2.5 Diesel. Auto pochodzi z 1997r produkcji. Silnik pali za pierwszym razem, ma moc. Skrzynia, sprzęgło działają jak należy. Zawieszenie nie wybite. Wizualnie jak na zdjęciach.

Wyposażenie:
Elektryczne szyby
Elektryczne lusterka
Elektryczny szyberdach
Skórzane fotele
Klimatronik
Zamek centralny z pilotem
Wspomaganie kierownicy
Światła do jazdy dziennej
Halogeny
Radio
Alufelgi
Hak

Przebieg 487 tys. km.

Do samochodu komplet dokumentów
2 kluczy

OC 24.04.25
PT 05.04.26

Cena 6900 zł do negocjacji przy aucie

Kupujący zwolniony z opłaty skarbowej 2%

Możliwość pozostawienia auta w rozliczeniu

Skupujemy auta wszystkich marek w każdym stanie

Zapraszam do obejrzenia i jazdy próbnej w Krakowie!",True
,Cherokee,1996,LPG,Terenowy,350,Niebieski,4000.0,Nieuszkodzony,Automatyczna,Niemcy,180.0,4x4 (dołączany ręcznie),po lewej,16500.0,Ostrołęka,Mazowieckie,Sprzedam Jeep Cherokee XJ,Prywatne,2025-04-27 13:54:02.008761,https://www.olx.pl/d/oferta/sprzedam-jeep-cherokee-xj-CID5-ID15oRIj.html,995940863,Jeep,"Samochód w dobrej kondycji
Benzyna i gaz",False
,A3,2000,Benzyna,Hatchback,406700,Czarny,,Nieuszkodzony,Manualna,,,Na przednie koła,,8900.0,Boiska,Mazowieckie,Audi a3 8l 1.8t,Prywatne,2025-04-27 13:54:05.129887,https://www.olx.pl/d/oferta/audi-a3-8l-1-8t-CID5-ID15vEZH.html,997798593,Audi,"Audi w stanie bardzo dobrym dużo dodatków takich jak chybrydowa sprężarka k03s od geremiego wtryskiwacze bosch 630cc centralny duży intercooler z customowymi rurami sztywny tip 3” downpipe 2,75” reszta wydechu przelot na dwóch tłumikach
Cewki tfsi beru sprzęgło jednomas z 2.8 vr6 zawieszenie gwintowane mts gold nowe lampy przód black. Pomimo wpakowania dużej sumy auto uzyskało tylko 205 koni z powodu braku przepływów. Sprzedaje na kołach zimowych, nie tych ze zdjęcia Więcej informacji udzielę telefonicznie",False
W0L0ZCF6881093513,Vectra,2008,Diesel,Hatchback,439000,Czarny,,Nieuszkodzony,Automatyczna,,,Na przednie koła,po lewej,10000.0,Rzeszów,Podkarpackie,Opel Vectra C 1.9 d,Prywatne,2025-04-27 13:54:06.676553,https://www.olx.pl/d/oferta/opel-vectra-c-1-9-d-CID5-ID15sH6m.html,996853382,Opel,"Witam,sprzedaję samochód Opel Vectra C 1.9 diesel,samochód w bardzo dobrym stanie. Jeżeli ktoś będzie zainteresowany proszę pisać.",False
,Leon,2004,Diesel,Hatchback,334000,Czarny,1.0,Nieuszkodzony,Manualna,,200.0,Na przednie koła,po lewej,10900.0,Radziwiłłów,Mazowieckie,"SEAT LEON 1,9 tdi ARL Top Sport",Prywatne,2025-04-27 13:54:13.452170,https://www.olx.pl/d/oferta/seat-leon-1-9-tdi-arl-top-sport-CID5-ID15oSXG.html,995945660,Seat,"Witam, posiadam do sprzedania samochód Seat Leon 1,9 TDI rok 2004. Auto z najmocniejszym silnikiem o oznaczeniu ARL o mocy ok 200 KM, dobrze wyposażony. Samochód sprawny technicznie, posiada aktualne opłaty. Gotowy do jazdy. W moim posiadaniu ok 3 lat. Więcej inforamcji udzielę telefonicznie 511x072x694",True
,Cherokee,2004,Benzyna,Terenowy,227000,Brązowy – Beżowy,,Nieuszkodzony,Manualna,Polska,150.0,4x4 (dołączany ręcznie),po lewej,18000.0,Suchowola,Podlaskie,Jeep Cherokee kj 2.4 2004,Prywatne,2025-04-27 13:54:17.936672,https://www.olx.pl/d/oferta/jeep-cherokee-kj-2-4-2004-CID5-ID15i1PQ.html,994311474,Jeep,"Jeep Cherokee kj 2.4 2004 r benzyna +lpg Auto kupione w 2006 r ,drugi właściciel . W pełni sprawny . Więcej info pod nr

51*******55
Lub
50*****67",True
,Mondeo,2002,Diesel,Kombi,220,Czarny,2000.0,Nieuszkodzony,Automatyczna,,,,po lewej,3000.0,Włocławek,Kujawsko-pomorskie,Sprzedam!!! mondeo automat,Prywatne,2025-04-27 13:54:19.136162,https://www.olx.pl/d/oferta/sprzedam-mondeo-automat-CID5-ID15u0NQ.html,997167442,Ford,Sprzedam ford mondeo przebieg 220 tys. W tamtym roku zrobione hamulce . Wymienione łożyska z przodu . Z tyłu piasty po obu stronach .,True
,Octavia,2013,Diesel,Hatchback,240000,Niebieski,1600.0,Uszkodzony,Manualna,Finlandia,,,,18400.0,Łosice,Mazowieckie,Skoda Octavia 3 1.6 TDI,Prywatne,2025-04-27 13:54:23.686782,https://www.olx.pl/d/oferta/skoda-octavia-3-1-6-tdi-CID5-ID15g3La.html,993842216,Skoda,"Sprzedam Skodę octavie 3 1.6 TDI

Samochód prezentuje się bardzo dobrze lakier jest w bardzo dobrej kondycji wnętrze równie czyste bez oznak zużycia.

Auto jest wyposażone w :
Bi Xenon skrętny/LED
Front Asist
asystentnta świateł drogowych
Lusterka wszystkie wsteczne fotochromatyczne
Czujnik deszczu
Czujnik zmierzchu
Czujniki cofania
Klimatronik dwustrefowy
Grzana szyba
Składane lusterka
ISOFIX
Mulfifunkcyjna kierownica
Podgrzewane fotele
Doświetlanie zakrętów
Halogeny
Hak wypinany!!!
Radar
Keyless go
Duże radio bluetooth
Tempomat
Felgi aluminiowe z nowymi oponami

Pojazd jest sprowadzony gotowy do rejestracji

Silnik uszkodzony do wymiany

Dla poważnie zainteresowanych mogę podesłać wiecej zdjęć bo te na olx są zaniżonej jakości auto wygląda dużo lepiej w rzeczywistości

Więcej informacji udzielę telefonicznie",True
VF1KG0M0526631643,Laguna,2002,LPG,Kombi,223319,Inny kolor,1800.0,Nieuszkodzony,Manualna,Polska,,Na przednie koła,po lewej,5600.0,Bełchatów,Łódzkie,Renault Laguna 2 1.8 Benzyna +LPG,Prywatne,2025-04-27 13:54:27.780225,https://www.olx.pl/d/oferta/renault-laguna-2-1-8-benzyna-lpg-CID5-ID15n9Ih.html,995533397,Renault,"Witam posiadam na sprzedaż Renault Laguna 2 Kombi 2002r + LPG z przebiegiem 223tyś.
Samochód pali na dotyk , świetnie się nim jeździ ,silnik pracuje bardzo cicho.
W tym roku wymienione zostało:
-sprzęgło wraz z olejem w skrzyni , uszczelniaczem na wale , wysprzęglik
-poduszka skrzyni biegów
-olej silnikowy Valvoline 5W30 , filtr oleju/powietrza/kabinowy
-2x filtr gazu
-nowe głośniki 4szt.
-złącze elastyczne wydechu

OC 04.07.2025r
Przegląd 26.02.2026r",True
,Corsa,2004,Benzyna,Hatchback,218500,Zielony,,Nieuszkodzony,Manualna,,,,po lewej,4200.0,Sadkowa Góra,Podkarpackie,Opel Corsa C 1.2 Benzyna,Prywatne,2025-04-27 13:54:31.216361,https://www.olx.pl/d/oferta/opel-corsa-c-1-2-benzyna-CID5-ID15vxIS.html,997770642,Opel,"Sprzedam Opla Corsę C 1.2 Benzyna
5 dzwi
Z Działająca i sprawną klimatyzacja
Opłaty OC : Styczeń 2026
Przegląd: Grudzień 2025
Wszystkie naprawy robione na bieżaco.
Corsa użytkowana cały czas w krótkich jak i dalszych odcinkach.
Jeśli chodzi o blacharke to stan oceniam na dobry mankamenty widoczne na zdjęciach ( schodzi lakier bezbarwny) . Silnik chodzi równo nic nie stuka.
Auto w posiadaniu od 2016 roku. Więcej informacji udziele telefonicznie.
Cena do negocjacji.",True
,Ibiza,2002,Benzyna,Hatchback,200000,Srebrny,1200.0,Nieuszkodzony,Manualna,Polska,,Na przednie koła,po lewej,4200.0,Sulejów,Łódzkie,Seat Ibiza III 1.2 Klima,Prywatne,2025-04-27 13:54:44.235061,https://www.olx.pl/d/oferta/seat-ibiza-iii-1-2-klima-CID5-ID15oQ8C.html,995934806,Seat,"Seat Ibiza III 2002r 1.2 benzyna, zarejestrowany. OC opłacone na cały rok. Auto czyste zadbane bez wkładu finansowego, wsiadac i jeździć.
Samochod jest wyposażony w klimatyzację (sprawna) oraz elektryczne szyby. Więcej informacji pod numerem tel 666#631#511",True
,Polo,2006,Benzyna,Hatchback,172230,Niebieski,,Nieuszkodzony,Manualna,Polska,65.0,Na przednie koła,,8100.0,Jeleniec,Kujawsko-pomorskie,Volkswagen Polo.,Prywatne,2025-04-27 13:54:45.783157,https://www.olx.pl/d/oferta/volkswagen-polo-CID5-ID1542Tc.html,990978934,Volkswagen,"Witam sprzedam auto Volkswagen Polo GOAL 9n 1.2 benzyna. Samochód sprawny, nie wymaga wkladu finansowego.bardzo dobrze wyposażony
centralny zamek, dwa komplety kluczyków
Uchwyt na napoje
Elektryczne 4 szyby, blokada tylnych szyb
Podgrzewane i ektrycznie ustawiane lusterka
Siedzenie kierowcy jak i pasażera ustawiane w 3 płaszczyznach oraz schowki pod siedzeniami
Czujniki parkowania tył
Klimatyzacja sprawna
Zestaw głośnomówiący laczy się z telefonem bluetooth
Dwa komplety opon zima/lato",True
,Focus,2012,Diesel,Kombi,278,Srebrny,1600.0,Nieuszkodzony,Manualna,Niemcy,115.0,Na przednie koła,po lewej,14999.0,Białystok Dojlidy Górne,Podlaskie,Ford Focus Mk3 1.6Tdci 1115km ZAMIANA,Prywatne,2025-04-27 13:54:50.158182,https://www.olx.pl/d/oferta/ford-focus-mk3-1-6tdci-1115km-zamiana-CID5-ID15bTz4.html,992849714,Ford,Sprzedam Forda Focusa z ekonomicznym i mało awaryjnym silnikiem 1.6 grupy Psa Auto dobrze wyposażone mechanicznie w bardzo dobrym stanie Karoseria bez korozji środek w bardzo dobrym stanie Ważne opłaty Kontakt telefoniczny,False
AHTBB3CD401741056,Hilux,2017,Diesel,Pickup,218800,Srebrny,,Nieuszkodzony,Automatyczna,Polska,150.0,4x4 (dołączany ręcznie),po lewej,185000.0,Kleosin,Podlaskie,Toyota Hilux artcic truck 2.4D 110 kw 2017r.,Firmowe,2025-04-27 13:54:53.848745,https://www.olx.pl/d/oferta/toyota-hilux-artcic-truck-2-4d-110-kw-2017r-CID5-ID15vwGS.html,997762830,Toyota,"Na sprzedaż Toyota Hilux w wersji arctic truck z 2017 roku. silnik 2,4 110 kw. Auto kupione w polskim salonie, od nowości użytkowane przez jedną firmę jako samochód przewożący materiały reklamowe na targi. Nie jeździło w terenie. Na bieżąco serwisowane w ASO Toyota, co jest do zweryfikowania po numerze nadwozia. Na wiosnę 2024 kupione nowe opony terenowe AT. pod koniec 2024 wymienione turbo ponieważ był wyciek. Była to jedyna awaria tego samochodu przez cały okres użytkowania. Sprzedaż na FV. cena 185 000 zł brutto. Zapraszam do kontaktu od poniedziałku do piątku w godzinach 8 - 17 pod numerem 5*0*1*3*0*4*7*8*7",True
VF34C9HP0BY068320,308,2011,Diesel,Hatchback,227444,Szary,1600.0,Nieuszkodzony,Manualna,,,Na przednie koła,po lewej,18700.0,Łuków,Lubelskie,Peugeot 308 1.6 HDI Lift /Klima / Alufelgi/Led / 2 x Komplet opon,Prywatne,2025-04-27 13:54:57.222858,https://www.olx.pl/d/oferta/peugeot-308-1-6-hdi-lift-klima-alufelgi-led-2-x-komplet-opon-CID5-ID14ULtc.html,988767022,Peugeot,"Sprzedam Peugeot 308 z 2011 roku (wersja po liftingu) z najlepszym bezawaryjnym silnikiem 1.6 HDI. Samochód jest w bardzo dobrym stanie technicznym oraz wizualnym. Ostatnio wymieniony kompletny rozrząd, olej w silniku wraz z filtrami, tarcze hamulcowe z klockami. Auto posiada sprawną dwustrefową klimatyzację. Obecnie jest na oponach letnich, dołączam drugi komplet opon zimowych. Nie wymaga żadnego wkładu finansowego. Wszytkie podzespoły mechaniczne i elektroniczne są sprawne. Serdecznie zapraszam na oględziny oraz jazdę próbną. Ubezpieczenie ważne do końca roku.
Kontakt telefoniczny 5;0;9;7;9;8;5;0;8;",True
